id,dominio_gabarito,features_refair,features_proxy_intersecao,features_dominio_ontologia,refair_dentro_do_dominio,refair_falsos_positivos
A8US4O1,Health,age; ethnicity; gender; geography; race; sex,age; gender; sex,age; blood type; ethnicity; gender; geography; sex,Não,race
A8US5O1,Health,,age; gender; sex,age; blood type; ethnicity; gender; geography; sex,—,
A8US6O1,Health,age; ethnicity; gender; geography; sex,age; gender; sex,age; blood type; ethnicity; gender; geography; sex,Sim,
A8US7O1,Health,author; gender; textual references to people and their demographics,age; gender; sex,age; blood type; ethnicity; gender; geography; sex,Não,author; textual references to people and their demographics
A8US8O1,Health,,age; gender; sex,age; blood type; ethnicity; gender; geography; sex,—,
A8US9O1,Health,,age; gender; sex,age; blood type; ethnicity; gender; geography; sex,—,
A8US10O1,Health,,age; gender; sex,age; blood type; ethnicity; gender; geography; sex,—,
A9US1Ge,Cardiology,,age; race; sex,age; race; sex,—,
A9US2Ge,Cardiology,,age; race; sex,age; race; sex,—,
A9US3Ge,Cardiology,,age; race; sex,age; race; sex,—,
A9US4Ge,Cardiology,,age; race; sex,age; race; sex,—,
A9US5Ge,Cardiology,,age; race; sex,age; race; sex,—,
A9US6Ge,Cardiology,,age; race; sex,age; race; sex,—,
A9US7Ge,Cardiology,age; ethnicity; gender; geography; sex,age; race; sex,age; race; sex,Não,ethnicity; gender; geography
A9US8Ge,Cardiology,age; ethnic group; gender; geography; news provider; ownership; race; sex; skin tone; textual references to people and their demographics; tour availability,age; race; sex,age; race; sex,Não,ethnic group; gender; geography; news provider; ownership; skin tone; textual references to people and their demographics; tour availability
A9US9Ge,Cardiology,,age; race; sex,age; race; sex,—,
A9US10Ge,Cardiology,,age; race; sex,age; race; sex,—,
A9US1Ll,Cardiology,,age; race; sex,age; race; sex,—,
A9US2Ll,Cardiology,,age; race; sex,age; race; sex,—,
A9US3Ll,Cardiology,age; ethnicity; gender; race; sex,age; race; sex,age; race; sex,Não,ethnicity; gender
A9US4Ll,Cardiology,,age; race; sex,age; race; sex,—,
A9US5Ll,Cardiology,,age; race; sex,age; race; sex,—,
A9US9Ll,Cardiology,,age; race; sex,age; race; sex,—,
A9US7Ll,Cardiology,,age; race; sex,age; race; sex,—,
A9US8Ll,Cardiology,,age; race; sex,age; race; sex,—,
A9US10Ll,Cardiology,,age; race; sex,age; race; sex,—,
A9US1O1,Cardiology,age; race; sex,age; race; sex,age; race; sex,Sim,
A9US2O1,Cardiology,age; ethnicity; gender; geography; sex,age; race; sex,age; race; sex,Não,ethnicity; gender; geography
A9US3O1,Cardiology,age; ethnicity; gender; geography; sex,age; race; sex,age; race; sex,Não,ethnicity; gender; geography
A9US4O1,Cardiology,,age; race; sex,age; race; sex,—,
A9US5O1,Cardiology,author; gender; textual references to people and their demographics,age; race; sex,age; race; sex,Não,author; gender; textual references to people and their demographics
A9US6O1,Cardiology,,age; race; sex,age; race; sex,—,
A9US7O1,Cardiology,,age; race; sex,age; race; sex,—,
A9US8O1,Cardiology,,age; race; sex,age; race; sex,—,
A9US9O1,Cardiology,,age; race; sex,age; race; sex,—,
A9US10O1,Cardiology,,age; race; sex,age; race; sex,—,
A10US1Ge,Endocrinology,,age; gender; race,age; gender; race,—,
A10US2Ge,Endocrinology,textual references to people and their demographics,age; gender; race,age; gender; race,Não,textual references to people and their demographics
A10US3Ge,Endocrinology,,age; gender; race,age; gender; race,—,
A10US4Ge,Endocrinology,age; ethnicity; gender; geography; sex,age; gender; race,age; gender; race,Não,ethnicity; geography; sex
A10US5Ge,Endocrinology,,age; gender; race,age; gender; race,—,
A10US6Ge,Endocrinology,age; ethnicity; gender; geography; sex,age; gender; race,age; gender; race,Não,ethnicity; geography; sex
A10US7Ge,Endocrinology,age; gender; race; sex,age; gender; race,age; gender; race,Não,sex
A10US8Ge,Endocrinology,age; ethnicity; gender; geography; sex,age; gender; race,age; gender; race,Não,ethnicity; geography; sex
A10US10Ge,Endocrinology,,age; gender; race,age; gender; race,—,
A10US1Ll,Endocrinology,author; geography; news provider; textual references to people and their demographics,age; gender; race,age; gender; race,Não,author; geography; news provider; textual references to people and their demographics
A10US2Ll,Endocrinology,,age; gender; race,age; gender; race,—,
A10US3Ll,Endocrinology,,age; gender; race,age; gender; race,—,
A10US4Ll,Endocrinology,geography; news provider; textual references to people and their demographics,age; gender; race,age; gender; race,Não,geography; news provider; textual references to people and their demographics
A10US5Ll,Endocrinology,age; ethnicity; gender; geography; sex,age; gender; race,age; gender; race,Não,ethnicity; geography; sex
A10US6Ll,Endocrinology,,age; gender; race,age; gender; race,—,
A10US7Ll,Endocrinology,,age; gender; race,age; gender; race,—,
A10US8Ll,Endocrinology,age; ethnicity; gender; geography; sex,age; gender; race,age; gender; race,Não,ethnicity; geography; sex
A10US9Ll,Endocrinology,age; ethnicity; gender; race; sex,age; gender; race,age; gender; race,Não,ethnicity; sex
A10US10Ll,Endocrinology,,age; gender; race,age; gender; race,—,
A10US1O1,Endocrinology,,age; gender; race,age; gender; race,—,
A10US2O1,Endocrinology,,age; gender; race,age; gender; race,—,
A10US3O1,Endocrinology,age; ethnicity; gender; geography; sex,age; gender; race,age; gender; race,Não,ethnicity; geography; sex
A10US4O1,Endocrinology,,age; gender; race,age; gender; race,—,
A10US5O1,Endocrinology,textual references to people and their demographics,age; gender; race,age; gender; race,Não,textual references to people and their demographics
A10US6O1,Endocrinology,age; ethnicity; gender; geography; sex,age; gender; race,age; gender; race,Não,ethnicity; geography; sex
A10US7O1,Endocrinology,,age; gender; race,age; gender; race,—,
A10US8O1,Endocrinology,age; ethnicity; gender; geography; sex,age; gender; race,age; gender; race,Não,ethnicity; geography; sex
A10US9O1,Endocrinology,author; gender; textual references to people and their demographics,age; gender; race,age; gender; race,Não,author; textual references to people and their demographics
A10US10O1,Endocrinology,,age; gender; race,age; gender; race,—,
A11US1Ge,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US2Ge,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US3Ge,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US4Ge,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US5Ge,Computer Vision,age; ethnicity; gender; geography; sex,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,ethnicity; sex
A11US6Ge,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US7Ge,Computer Vision,age; gender; race; sex,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,sex
A11US8Ge,Computer Vision,age; ethnicity; gender; race; sex,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,ethnicity; sex
